hour_000000 load_low delta_start change_start
hour_000786 load_high delta_up change_large
hour_000787 load_high delta_up change_small
hour_000788 load_high delta_down change_mid
hour_000789 load_mid delta_down change_mid
hour_000790 load_mid delta_down change_large
hour_000791 load_mid delta_down change_large
hour_000792 load_low delta_down change_large
hour_000793 load_low delta_down change_large
hour_000794 load_low delta_down change_mid
hour_000795 load_low delta_down change_small
hour_000796 load_low delta_down change_small
hour_000797 load_low delta_up change_small
hour_000798 load_low delta_up change_large
hour_000799 load_low delta_up change_large
hour_000800 load_mid delta_up change_mid
hour_000801 load_mid delta_up change_large
hour_000802 load_mid delta_up change_large
hour_000803 load_mid delta_up change_mid
hour_000804 load_mid delta_up change_small
hour_000805 load_mid delta_up change_small
hour_000806 load_mid delta_up change_small
hour_000807 load_mid delta_up change_small
hour_000808 load_mid delta_up change_small
hour_000809 load_high delta_up change_mid
hour_000810 load_high delta_up change_mid
hour_000811 load_high delta_up change_mid
hour_000812 load_high delta_down change_mid
hour_000813 load_mid delta_down change_mid
hour_000814 load_mid delta_down change_large
hour_000815 load_mid delta_down change_large
hour_000816 load_low delta_down change_large
hour_000817 load_low delta_down change_large
hour_000818 load_low delta_down change_mid
hour_000819 load_low delta_down change_mid
hour_000820 load_low delta_down change_mid
hour_000821 load_low delta_up change_mid
hour_000822 load_low delta_up change_large
hour_000823 load_low delta_up change_large
hour_000824 load_mid delta_up change_mid
hour_000825 load_mid delta_up change_large
hour_000826 load_mid delta_up change_large
hour_000827 load_mid delta_up change_mid
hour_000828 load_mid delta_up change_small
hour_000829 load_mid delta_down change_small
hour_000830 load_mid delta_down change_small
hour_000831 load_mid delta_down change_small
hour_000832 load_mid delta_up change_mid
hour_000833 load_mid delta_up change_small
hour_000834 load_high delta_up change_large
hour_000835 load_high delta_up change_small
hour_000836 load_high delta_down change_mid
hour_000837 load_mid delta_down change_mid
hour_000838 load_mid delta_down change_large
hour_000839 load_mid delta_down change_large
hour_000840 load_low delta_down change_large
hour_000841 load_low delta_down change_large
hour_000842 load_low delta_down change_mid
hour_000843 load_low delta_down change_mid
hour_000844 load_low delta_down change_mid
hour_000845 load_low delta_up change_mid
hour_000846 load_low delta_up change_large
hour_000847 load_low delta_up change_large
hour_000848 load_mid delta_up change_mid
hour_000849 load_mid delta_up change_large
hour_000850 load_mid delta_up change_large
hour_000851 load_mid delta_up change_mid
hour_000852 load_mid delta_up change_small
hour_000853 load_mid delta_down change_mid
hour_000854 load_mid delta_up change_small
hour_000855 load_mid delta_down change_small
hour_000856 load_mid delta_up change_small
hour_000857 load_mid delta_up change_small
hour_000858 load_high delta_up change_large
hour_000859 load_high delta_up change_mid
hour_000860 load_high delta_down change_mid
hour_000861 load_mid delta_down change_mid
hour_000862 load_mid delta_down change_large
hour_000863 load_mid delta_down change_large
hour_000864 load_low delta_down change_large
hour_000865 load_low delta_down change_large
hour_000866 load_low delta_down change_small
hour_000867 load_low delta_down change_mid
hour_000868 load_low delta_down change_small
hour_000869 load_low delta_up change_mid
hour_000870 load_low delta_up change_large
hour_000871 load_low delta_up change_large
hour_000872 load_mid delta_up change_mid
hour_000873 load_mid delta_up change_large
hour_000874 load_mid delta_up change_large
hour_000875 load_mid delta_up change_mid
hour_000876 load_mid delta_up change_small
hour_000877 load_mid delta_up change_mid
hour_000878 load_mid delta_up change_small
hour_000879 load_mid delta_down change_small
hour_000880 load_mid delta_up change_small
hour_000881 load_mid delta_up change_small
hour_000882 load_high delta_up change_large
hour_000883 load_high delta_up change_mid
hour_000884 load_high delta_down change_large
hour_000885 load_mid delta_down change_mid
hour_000886 load_mid delta_down change_large
hour_000887 load_mid delta_down change_large
hour_000888 load_low delta_down change_large
hour_000889 load_low delta_down change_large
hour_000890 load_low delta_down change_small
hour_000891 load_low delta_down change_mid
hour_000892 load_low delta_down change_small
hour_000893 load_low delta_up change_mid
hour_000894 load_low delta_up change_large
hour_000895 load_mid delta_up change_large
hour_000896 load_mid delta_up change_mid
hour_000897 load_mid delta_up change_large
hour_000898 load_mid delta_up change_large
hour_000899 load_mid delta_up change_small
hour_000900 load_mid delta_up change_small
hour_000901 load_mid delta_up change_mid
hour_000902 load_mid delta_up change_small
hour_000903 load_mid delta_up change_small
hour_000904 load_mid delta_up change_small
hour_000905 load_high delta_up change_small
hour_000906 load_high delta_up change_mid
hour_000907 load_high delta_up change_small
hour_000908 load_high delta_down change_small
hour_000909 load_high delta_down change_mid
hour_000910 load_mid delta_down change_large
hour_000911 load_mid delta_down change_large
hour_000912 load_low delta_down change_large
hour_000913 load_low delta_down change_large
hour_000914 load_low delta_down change_small
hour_000915 load_low delta_down change_mid
hour_000916 load_low delta_down change_small
hour_000917 load_low delta_up change_small
hour_000918 load_low delta_up change_large
hour_000919 load_low delta_up change_large
hour_000920 load_mid delta_up change_mid
hour_000921 load_mid delta_up change_large
hour_000922 load_mid delta_up change_large
hour_000923 load_mid delta_up change_small
hour_000924 load_mid delta_up change_mid
hour_000925 load_mid delta_up change_mid
hour_000926 load_mid delta_up change_small
hour_000927 load_mid delta_down change_small
hour_000928 load_mid delta_up change_small
hour_000929 load_mid delta_up change_mid
hour_000930 load_high delta_up change_mid
hour_000931 load_high delta_up change_mid
hour_000932 load_high delta_down change_small
hour_000933 load_high delta_down change_mid
hour_000934 load_mid delta_down change_large
hour_000935 load_mid delta_down change_large
hour_000936 load_low delta_down change_large
hour_000937 load_low delta_down change_large
hour_000938 load_low delta_down change_mid
hour_000939 load_low delta_down change_mid
hour_000940 load_low delta_down change_small
hour_000941 load_low delta_up change_mid
hour_000942 load_low delta_up change_large
hour_000943 load_low delta_up change_large
hour_000944 load_mid delta_up change_mid
hour_000945 load_mid delta_up change_large
hour_000946 load_mid delta_up change_large
hour_000947 load_mid delta_up change_mid
hour_000948 load_mid delta_up change_small
hour_000949 load_mid delta_up change_mid
hour_000950 load_mid delta_down change_small
hour_000951 load_mid delta_down change_small
hour_000952 load_mid delta_up change_small
hour_000953 load_high delta_up change_mid
hour_000954 load_high delta_up change_mid
hour_000955 load_high delta_up change_small
hour_000956 load_high delta_down change_small
hour_000957 load_high delta_down change_mid
hour_000958 load_mid delta_down change_large
hour_000959 load_mid delta_down change_large
hour_000960 load_low delta_down change_large
hour_000961 load_low delta_down change_large
hour_000962 load_low delta_down change_mid
hour_000963 load_low delta_down change_small
hour_000964 load_low delta_down change_small
hour_000965 load_low delta_up change_mid
hour_000966 load_low delta_up change_large
hour_000967 load_mid delta_up change_large
hour_000968 load_mid delta_up change_mid
hour_000969 load_mid delta_up change_large
hour_000970 load_mid delta_up change_large
hour_000971 load_mid delta_up change_mid
hour_000972 load_mid delta_up change_mid
hour_000973 load_mid delta_up change_small
hour_000974 load_mid delta_down change_small
hour_000975 load_mid delta_up change_mid
hour_000976 load_mid delta_down change_small
hour_000977 load_high delta_up change_mid
hour_000978 load_high delta_up change_mid
hour_000979 load_high delta_up change_mid
hour_000980 load_high delta_down change_mid
hour_000981 load_mid delta_down change_mid
hour_000982 load_mid delta_down change_mid
hour_000983 load_mid delta_down change_large
hour_000984 load_low delta_down change_large
hour_000985 load_low delta_down change_large
hour_000986 load_low delta_down change_mid
hour_000987 load_low delta_down change_mid
hour_000988 load_low delta_down change_mid
hour_000989 load_low delta_up change_mid
hour_000990 load_low delta_up change_large
hour_000991 load_low delta_up change_large
hour_000992 load_mid delta_up change_mid
hour_000993 load_mid delta_up change_large
hour_000994 load_mid delta_up change_large
hour_000995 load_mid delta_up change_mid
hour_000996 load_mid delta_up change_small
hour_000997 load_mid delta_up change_small
hour_000998 load_mid delta_down change_small
hour_000999 load_high delta_up change_mid
hour_001000 load_mid delta_down change_small
hour_001001 load_high delta_up change_mid
hour_001002 load_high delta_up change_mid
hour_001003 load_high delta_up change_mid
hour_001004 load_high delta_down change_mid
hour_001005 load_high delta_down change_mid
hour_001006 load_mid delta_down change_large
hour_001007 load_mid delta_down change_large
hour_001008 load_low delta_down change_large
hour_001009 load_low delta_down change_large
hour_001010 load_low delta_down change_mid
hour_001011 load_low delta_down change_mid
hour_001012 load_low delta_down change_mid
hour_001013 load_low delta_up change_mid
hour_001014 load_low delta_up change_large
hour_001015 load_low delta_up change_large
hour_001016 load_mid delta_up change_mid
hour_001017 load_mid delta_up change_large
hour_001018 load_mid delta_up change_large
hour_001019 load_mid delta_up change_mid
hour_001020 load_mid delta_up change_small
hour_001021 load_mid delta_up change_small
hour_001022 load_mid delta_down change_small
hour_001023 load_mid delta_up change_small
hour_001024 load_mid delta_down change_small
hour_001025 load_mid delta_up change_small
hour_001026 load_high delta_up change_mid
hour_001027 load_high delta_up change_small
hour_001028 load_high delta_down change_mid
hour_001029 load_mid delta_down change_mid
hour_001030 load_mid delta_down change_large
hour_001031 load_mid delta_down change_large
hour_001032 load_low delta_down change_large
hour_001033 load_low delta_down change_large
hour_001034 load_low delta_down change_small
hour_001035 load_low delta_down change_small
